city,zip,NAME,total_pop_25plus,pct_bachelor,pct_master,pct_professional,pct_doctorate,pct_bachelor_or_higher,pct_no_bachelors
San Jose,95134,ZCTA5 95134,23947,26.470956696037085,42.45625756879776,1.5743099344385516,6.789994571345054,77.29151877061845,22.708481229381547
San Jose,95135,ZCTA5 95135,15530,31.07533805537669,25.556986477784932,3.56084996780425,5.022537025112685,65.21571152607855,34.78428847392145
San Jose,95136,ZCTA5 95136,33270,26.53441538923956,14.839194469492034,2.5578599338743615,2.5458370904718968,46.477306883077844,53.522693116922156
San Jose,95138,ZCTA5 95138,12637,29.207881617472502,17.733639313128116,3.5926248318430005,2.8962570230276174,53.43040278547123,46.56959721452877
San Jose,95139,ZCTA5 95139,4884,31.818181818181817,12.674037674037674,1.0851760851760852,1.4127764127764129,46.990171990171994,53.009828009828006
San Jose,95140,ZCTA5 95140,41,39.02439024390244,36.58536585365854,0.0,0.0,75.60975609756098,24.390243902439025
San Jose,95148,ZCTA5 95148,31700,26.892744479495267,10.072555205047319,1.3028391167192428,1.555205047318612,39.823343848580436,60.176656151419564
Santa Clara,95050,ZCTA5 95050,28158,28.86213509482208,19.685346970665528,2.0527026067192273,3.5265288727892607,54.12671354499609,45.87328645500391
Santa Clara,95051,ZCTA5 95051,46050,32.165038002171556,28.753528773072745,3.001085776330076,6.73615635179153,70.65580890336591,29.34419109663409
Santa Clara,95053,ZCTA5 95053,131,61.832061068702295,38.16793893129771,0.0,0.0,100.0,0.0
Santa Clara,95054,ZCTA5 95054,18691,32.908886629928844,28.74110534481836,1.8083569632443421,5.023808249959874,68.48215718795142,31.517842812048585
Saratoga,95070,ZCTA5 95070,23816,32.927443735303996,33.54047699025865,5.94138394356735,8.41871011084985,80.82801477997985,19.171985220020147
Sunnyvale,94085,ZCTA5 94085,17350,22.685878962536023,31.86743515850144,1.100864553314121,6.582132564841499,62.236311239193085,37.763688760806915
Sunnyvale,94086,ZCTA5 94086,36482,30.85083054657091,30.453374266761692,2.2586481004330903,6.644372567293459,70.20722548105915,29.792774518940845
Sunnyvale,94087,ZCTA5 94087,40603,34.357067211782386,31.344974509272717,3.3224145999064105,7.60288648622023,76.62734280718173,23.372657192818266
Sunnyvale,94089,ZCTA5 94089,17978,27.094226276560242,23.10601846701524,1.1625319835354322,5.451106908443654,56.81388363555456,43.18611636444544
